web-scraper-order,web-scraper-start-url,fecha,Hora,Condiciones meteorológicas,Tem,Viento,Hum,Presión,pagination
"1680310628-2846","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","17:00","Neblina","22°","20 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2847","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","17:30","Neblina","22°","26 km/h","60%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2848","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","18:00","Lluvia ligera","20°","35 > 54 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2849","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","18:30","Neblina","21°","28 > 48 km/h","53%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2850","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","18:43","Parcialmente cubierto","22°","35 > 54 km/h","43%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2851","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","19:00","Lluvia ligera","21°","17 > 39 km/h","40%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2852","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","19:30","Nubes dispersas","22°","30 > 52 km/h","43%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2853","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","20:00","Nubes dispersas","22°","17 km/h","38%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2854","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","20:30","Despejado","22°","28 km/h","46%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2855","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","21:00","Despejado","22°","24 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2856","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","21:30","Despejado","21°","19 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2857","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","22:00","Despejado","22°","13 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2858","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","22:30","Despejado","22°","13 km/h","57%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2859","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","23:00","Despejado","22°","11 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310628-2860","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","23:30","Despejado","21°","11 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680310630-2861","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","00:00","Despejado","20°","9 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2862","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2863","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","00:30","Despejado","20°","11 km/h","68%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2864","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","01:00","Despejado","20°","15 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2865","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","01:30","Despejado","21°","19 km/h","56%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2866","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","02:00","Despejado","21°","20 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2867","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","02:30","Despejado","21°","20 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2868","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","03:00","Despejado","20°","20 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2869","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","03:30","Despejado","20°","19 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2870","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","04:00","Despejado","20°","19 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2871","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","04:30","Despejado","20°","19 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2872","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","05:00","Despejado","21°","17 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2873","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","05:30","Despejado","21°","19 km/h","56%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2874","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","06:00","Despejado","21°","17 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2875","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","06:30","Despejado","20°","13 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2876","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","07:00","Despejado","21°","13 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2877","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","07:30","Despejado","21°","19 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2878","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","08:00","Despejado","21°","17 km/h","60%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2879","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","08:30","Despejado","21°","13 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2880","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","09:00","Despejado","21°","13 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2881","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","09:30","Despejado","22°","13 km/h","57%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2882","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","10:00","Despejado","22°","15 km/h","57%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2883","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","10:30","Despejado","22°","19 km/h","57%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2884","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","11:00","Nubes dispersas","22°","24 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2885","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","11:30","Nubes dispersas","22°","22 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2886","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","12:00","Nubes dispersas","23°","22 km/h","61%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2887","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","12:30","Nubes dispersas","23°","22 km/h","61%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2888","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","13:00","Despejado","24°","26 km/h","54%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2889","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","13:30","Nubes dispersas","23°","20 km/h","61%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2890","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","14:00","Nubes dispersas","23°","24 km/h","61%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2891","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","14:30","Nubes dispersas","23°","20 km/h","69%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2892","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","15:00","Nubes dispersas","23°","20 km/h","65%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2893","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","15:30","Nubes dispersas","23°","20 km/h","65%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2894","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","16:00","Nubes dispersas","23°","22 km/h","57%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2895","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","16:30","Despejado","23°","24 km/h","57%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2896","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","17:00","Despejado","23°","22 km/h","53%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2897","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","17:30","Despejado","23°","19 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2898","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","18:00","Despejado","23°","19 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2899","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","18:30","Despejado","23°","24 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2900","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","19:00","Despejado","22°","17 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2901","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","19:30","Despejado","22°","20 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2902","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","20:00","Despejado","21°","20 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2903","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","20:30","Despejado","22°","17 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2904","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","21:00","Despejado","21°","22 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2905","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","21:30","Despejado","21°","19 km/h","56%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2906","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","22:00","Despejado","21°","20 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2907","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","22:30","Despejado","21°","20 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2908","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","23:00","Despejado","21°","17 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310630-2909","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 28 Diciembre 2022","23:30","Despejado","21°","15 km/h","56%","1023 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2022.html"
"1680310632-2910","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","00:00","Despejado","21°","15 km/h","53%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2911","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2912","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","00:30","Despejado","20°","13 km/h","56%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2913","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","01:00","Despejado","21°","11 km/h","49%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2914","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","01:30","Despejado","21°","15 > 39 km/h","49%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2915","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","02:00","Despejado","21°","13 km/h","53%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2916","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","02:30","Despejado","22°","9 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2917","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","03:00","Despejado","22°","6 km/h","50%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2918","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","03:30","Despejado","22°","7 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2919","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","04:00","Despejado","20°","11 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2920","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","04:30","Despejado","21°","9 km/h","56%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2921","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","05:00","Despejado","21°","9 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2922","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","05:30","Despejado","20°","9 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2923","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","06:00","Nubes dispersas","19°","13 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2924","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","06:30","Nubes dispersas","20°","13 km/h","56%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2925","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","07:00","Nubes dispersas","20°","11 km/h","56%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2926","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","07:30","Nubes dispersas","20°","15 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2927","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","08:00","Nubes dispersas","20°","13 km/h","49%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2928","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","08:30","Nubes dispersas","20°","11 km/h","49%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2929","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","09:00","Despejado","21°","15 km/h","49%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2930","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","09:30","Despejado","22°","17 km/h","50%","1024 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2931","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","10:00","Despejado","22°","9 km/h","50%","1024 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2932","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","10:30","Despejado","23°","17 km/h","53%","1025 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2933","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","11:00","Nubes dispersas","23°","19 km/h","57%","1025 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2934","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","11:30","Nubes dispersas","22°","13 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2935","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","12:00","Nubes dispersas","23°","13 km/h","61%","1025 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2936","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","12:30","Nubes dispersas","23°","6 km/h","50%","1025 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2937","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","13:00","Despejado","23°","7 km/h","57%","1024 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2938","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","13:30","Despejado","23°","9 km/h","57%","1024 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2939","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","14:00","Despejado","24°","11 km/h","50%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2940","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","14:30","Despejado","24°","15 km/h","54%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2941","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","15:00","Despejado","23°","15 km/h","57%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2942","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","15:30","Despejado","23°","13 km/h","57%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2943","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","16:00","Despejado","22°","11 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2944","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","16:30","Despejado","22°","9 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2945","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","17:00","Despejado","22°","7 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2946","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","17:30","Despejado","22°","7 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2947","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","18:00","Despejado","22°","7 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2948","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","18:30","Despejado","22°","6 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2949","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","19:00","Despejado","22°","9 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2950","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","19:30","Despejado","22°","13 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2951","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","20:00","Despejado","21°","11 km/h","69%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2952","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","20:30","Despejado","21°","7 km/h","69%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2953","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","21:00","Despejado","21°","7 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2954","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","21:30","Despejado","21°","6 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2955","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","22:00","Despejado","21°","4 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2956","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","22:30","Despejado","21°","4 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2957","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","23:00","Despejado","21°","4 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310632-2958","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 29 Diciembre 2022","23:30","Despejado","19°","7 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2022.html"
"1680310635-2959","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","00:00","Nubes dispersas","20°","7 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2960","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2961","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","00:30","Nubes dispersas","19°","11 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2962","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","01:00","Parcialmente cubierto","20°","9 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2963","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","01:30","Mayormente cubierto","20°","9 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
"1680310635-2964","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 30 Diciembre 2022","02:00","Mayormente cubierto","21°","6 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/30-diciembre-2022.html"
