web-scraper-order,web-scraper-start-url,pagination,Hora,Tem,Hum,fecha
"1679676825-3793","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html","23:30","18°","49%","Jueves 26 Diciembre 2019"
"1679676827-3794","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","00:00","18°","45%","Viernes 27 Diciembre 2019"
"1679676827-3795","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","null","null","null","Viernes 27 Diciembre 2019"
"1679676827-3796","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","00:30","19°","40%","Viernes 27 Diciembre 2019"
"1679676827-3797","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","01:00","20°","32%","Viernes 27 Diciembre 2019"
"1679676827-3798","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","01:30","19°","32%","Viernes 27 Diciembre 2019"
"1679676827-3799","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","02:00","19°","32%","Viernes 27 Diciembre 2019"
"1679676827-3800","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","02:30","19°","32%","Viernes 27 Diciembre 2019"
"1679676827-3801","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","03:00","18°","34%","Viernes 27 Diciembre 2019"
"1679676827-3802","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","03:30","18°","37%","Viernes 27 Diciembre 2019"
"1679676827-3803","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","04:00","19°","34%","Viernes 27 Diciembre 2019"
"1679676827-3804","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","04:30","19°","32%","Viernes 27 Diciembre 2019"
"1679676827-3805","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","05:00","18°","34%","Viernes 27 Diciembre 2019"
"1679676827-3806","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","05:30","19°","30%","Viernes 27 Diciembre 2019"
"1679676827-3807","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","06:00","19°","32%","Viernes 27 Diciembre 2019"
"1679676827-3808","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","06:30","19°","30%","Viernes 27 Diciembre 2019"
"1679676827-3809","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","07:00","19°","32%","Viernes 27 Diciembre 2019"
"1679676827-3810","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","07:30","21°","35%","Viernes 27 Diciembre 2019"
"1679676827-3811","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","08:00","19°","34%","Viernes 27 Diciembre 2019"
"1679676827-3812","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","08:30","19°","37%","Viernes 27 Diciembre 2019"
"1679676827-3813","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","09:00","21°","40%","Viernes 27 Diciembre 2019"
"1679676827-3814","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","09:30","21°","40%","Viernes 27 Diciembre 2019"
"1679676827-3815","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","10:00","22°","43%","Viernes 27 Diciembre 2019"
"1679676827-3816","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","10:30","22°","46%","Viernes 27 Diciembre 2019"
"1679676827-3817","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","11:00","22°","46%","Viernes 27 Diciembre 2019"
"1679676827-3818","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","11:30","23°","44%","Viernes 27 Diciembre 2019"
"1679676827-3819","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","12:00","23°","41%","Viernes 27 Diciembre 2019"
"1679676827-3820","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","12:30","24°","38%","Viernes 27 Diciembre 2019"
"1679676827-3821","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","13:00","24°","36%","Viernes 27 Diciembre 2019"
"1679676827-3822","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","13:30","24°","34%","Viernes 27 Diciembre 2019"
"1679676827-3823","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","14:00","24°","34%","Viernes 27 Diciembre 2019"
"1679676827-3824","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","14:30","24°","34%","Viernes 27 Diciembre 2019"
"1679676827-3825","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","15:00","24°","34%","Viernes 27 Diciembre 2019"
"1679676827-3826","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","15:30","24°","36%","Viernes 27 Diciembre 2019"
"1679676827-3827","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","16:00","24°","34%","Viernes 27 Diciembre 2019"
"1679676827-3828","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","16:30","24°","31%","Viernes 27 Diciembre 2019"
"1679676827-3829","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","17:00","24°","27%","Viernes 27 Diciembre 2019"
"1679676827-3830","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","17:30","24°","27%","Viernes 27 Diciembre 2019"
"1679676827-3831","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","18:00","24°","27%","Viernes 27 Diciembre 2019"
"1679676827-3832","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","18:30","22°","46%","Viernes 27 Diciembre 2019"
"1679676827-3833","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","19:00","21°","49%","Viernes 27 Diciembre 2019"
"1679676827-3834","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","19:30","20°","37%","Viernes 27 Diciembre 2019"
"1679676827-3835","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","20:00","20°","35%","Viernes 27 Diciembre 2019"
"1679676827-3836","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","20:30","21°","28%","Viernes 27 Diciembre 2019"
"1679676827-3837","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","21:00","21°","33%","Viernes 27 Diciembre 2019"
"1679676827-3838","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","21:30","21°","33%","Viernes 27 Diciembre 2019"
"1679676827-3839","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","22:00","21°","30%","Viernes 27 Diciembre 2019"
"1679676827-3840","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","22:30","21°","30%","Viernes 27 Diciembre 2019"
"1679676827-3841","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","23:00","22°","29%","Viernes 27 Diciembre 2019"
"1679676827-3842","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html","23:30","21°","26%","Viernes 27 Diciembre 2019"
"1679676830-3843","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","00:00","20°","28%","Sábado 28 Diciembre 2019"
"1679676830-3844","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","null","null","null","Sábado 28 Diciembre 2019"
"1679676830-3845","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","00:30","21°","28%","Sábado 28 Diciembre 2019"
"1679676830-3846","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","01:00","21°","26%","Sábado 28 Diciembre 2019"
"1679676830-3847","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","01:30","21°","26%","Sábado 28 Diciembre 2019"
"1679676830-3848","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","02:00","21°","25%","Sábado 28 Diciembre 2019"
"1679676830-3849","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","02:30","20°","28%","Sábado 28 Diciembre 2019"
"1679676830-3850","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","03:00","20°","28%","Sábado 28 Diciembre 2019"
"1679676830-3851","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","03:30","19°","43%","Sábado 28 Diciembre 2019"
"1679676830-3852","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","04:00","18°","37%","Sábado 28 Diciembre 2019"
"1679676830-3853","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","04:30","21°","26%","Sábado 28 Diciembre 2019"
"1679676830-3854","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","05:00","21°","28%","Sábado 28 Diciembre 2019"
"1679676830-3855","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","05:30","21°","28%","Sábado 28 Diciembre 2019"
"1679676830-3856","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","06:00","19°","32%","Sábado 28 Diciembre 2019"
"1679676830-3857","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","06:30","20°","43%","Sábado 28 Diciembre 2019"
"1679676830-3858","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","07:00","20°","43%","Sábado 28 Diciembre 2019"
"1679676830-3859","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","07:30","20°","43%","Sábado 28 Diciembre 2019"
"1679676830-3860","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","08:00","18°","45%","Sábado 28 Diciembre 2019"
"1679676830-3861","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","08:30","19°","46%","Sábado 28 Diciembre 2019"
"1679676830-3862","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","09:00","21°","46%","Sábado 28 Diciembre 2019"
"1679676830-3863","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","09:30","22°","43%","Sábado 28 Diciembre 2019"
"1679676830-3864","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","10:00","22°","46%","Sábado 28 Diciembre 2019"
"1679676830-3865","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","10:30","23°","44%","Sábado 28 Diciembre 2019"
"1679676830-3866","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","11:00","23°","44%","Sábado 28 Diciembre 2019"
"1679676830-3867","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","11:30","23°","44%","Sábado 28 Diciembre 2019"
"1679676830-3868","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","12:00","23°","44%","Sábado 28 Diciembre 2019"
"1679676830-3869","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","12:30","23°","44%","Sábado 28 Diciembre 2019"
"1679676830-3870","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","13:00","23°","44%","Sábado 28 Diciembre 2019"
"1679676830-3871","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","13:30","23°","44%","Sábado 28 Diciembre 2019"
"1679676830-3872","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","14:00","23°","44%","Sábado 28 Diciembre 2019"
"1679676830-3873","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","14:30","22°","43%","Sábado 28 Diciembre 2019"
"1679676830-3874","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","15:00","22°","53%","Sábado 28 Diciembre 2019"
"1679676830-3875","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","15:30","22°","53%","Sábado 28 Diciembre 2019"
"1679676830-3876","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","16:00","22°","53%","Sábado 28 Diciembre 2019"
"1679676830-3877","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","16:30","21°","56%","Sábado 28 Diciembre 2019"
"1679676830-3878","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","17:00","21°","56%","Sábado 28 Diciembre 2019"
"1679676830-3879","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","17:30","21°","60%","Sábado 28 Diciembre 2019"
"1679676830-3880","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","18:00","20°","64%","Sábado 28 Diciembre 2019"
"1679676830-3881","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","18:30","20°","60%","Sábado 28 Diciembre 2019"
"1679676830-3882","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","19:00","20°","60%","Sábado 28 Diciembre 2019"
"1679676830-3883","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","19:30","19°","64%","Sábado 28 Diciembre 2019"
"1679676830-3884","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","20:00","20°","43%","Sábado 28 Diciembre 2019"
"1679676830-3885","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","20:30","20°","30%","Sábado 28 Diciembre 2019"
"1679676830-3886","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","21:00","20°","26%","Sábado 28 Diciembre 2019"
"1679676830-3887","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","21:30","21°","23%","Sábado 28 Diciembre 2019"
"1679676830-3888","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","22:00","20°","24%","Sábado 28 Diciembre 2019"
"1679676830-3889","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","22:30","18°","30%","Sábado 28 Diciembre 2019"
"1679676830-3890","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","23:00","20°","24%","Sábado 28 Diciembre 2019"
"1679676830-3891","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html","23:30","19°","26%","Sábado 28 Diciembre 2019"
"1679676832-3892","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","00:00","20°","24%","Domingo 29 Diciembre 2019"
"1679676832-3893","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","null","null","null","Domingo 29 Diciembre 2019"
"1679676832-3894","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","00:30","21°","23%","Domingo 29 Diciembre 2019"
"1679676832-3895","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","01:00","20°","24%","Domingo 29 Diciembre 2019"
"1679676832-3896","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","01:30","21°","23%","Domingo 29 Diciembre 2019"
"1679676832-3897","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","02:00","21°","23%","Domingo 29 Diciembre 2019"
"1679676832-3898","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","02:30","21°","25%","Domingo 29 Diciembre 2019"
"1679676832-3899","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","03:00","20°","30%","Domingo 29 Diciembre 2019"
"1679676832-3900","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","03:30","19°","32%","Domingo 29 Diciembre 2019"
"1679676832-3901","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","04:00","19°","43%","Domingo 29 Diciembre 2019"
"1679676832-3902","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","04:30","18°","49%","Domingo 29 Diciembre 2019"
"1679676832-3903","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","05:00","18°","45%","Domingo 29 Diciembre 2019"
"1679676832-3904","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","05:30","18°","45%","Domingo 29 Diciembre 2019"
"1679676832-3905","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","06:00","17°","48%","Domingo 29 Diciembre 2019"
"1679676832-3906","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","06:30","18°","49%","Domingo 29 Diciembre 2019"
"1679676832-3907","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","07:00","18°","52%","Domingo 29 Diciembre 2019"
"1679676832-3908","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","07:30","17°","48%","Domingo 29 Diciembre 2019"
"1679676832-3909","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","08:00","17°","52%","Domingo 29 Diciembre 2019"
"1679676832-3910","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","08:30","18°","45%","Domingo 29 Diciembre 2019"
"1679676832-3911","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","09:00","19°","46%","Domingo 29 Diciembre 2019"
"1679676832-3912","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","09:30","21°","49%","Domingo 29 Diciembre 2019"
"1679676832-3913","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","10:00","22°","50%","Domingo 29 Diciembre 2019"
"1679676832-3914","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","10:30","22°","50%","Domingo 29 Diciembre 2019"
"1679676832-3915","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","11:00","22°","50%","Domingo 29 Diciembre 2019"
"1679676832-3916","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","11:30","22°","53%","Domingo 29 Diciembre 2019"
"1679676832-3917","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","12:00","22°","46%","Domingo 29 Diciembre 2019"
"1679676832-3918","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","12:30","22°","53%","Domingo 29 Diciembre 2019"
"1679676832-3919","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","13:00","22°","53%","Domingo 29 Diciembre 2019"
"1679676832-3920","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","13:30","22°","46%","Domingo 29 Diciembre 2019"
"1679676832-3921","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","14:00","22°","57%","Domingo 29 Diciembre 2019"
"1679676832-3922","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","14:30","22°","57%","Domingo 29 Diciembre 2019"
"1679676832-3923","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","15:00","21°","56%","Domingo 29 Diciembre 2019"
"1679676832-3924","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","15:30","21°","56%","Domingo 29 Diciembre 2019"
"1679676832-3925","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","16:00","21°","56%","Domingo 29 Diciembre 2019"
"1679676832-3926","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","16:30","21°","60%","Domingo 29 Diciembre 2019"
"1679676832-3927","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","17:00","21°","60%","Domingo 29 Diciembre 2019"
"1679676832-3928","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","17:30","20°","64%","Domingo 29 Diciembre 2019"
"1679676832-3929","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","18:00","20°","64%","Domingo 29 Diciembre 2019"
"1679676832-3930","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","18:30","20°","64%","Domingo 29 Diciembre 2019"
"1679676832-3931","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","19:00","19°","64%","Domingo 29 Diciembre 2019"
"1679676832-3932","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","19:30","19°","64%","Domingo 29 Diciembre 2019"
"1679676832-3933","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","20:00","19°","64%","Domingo 29 Diciembre 2019"
"1679676832-3934","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html","20:30","19°","49%","Domingo 29 Diciembre 2019"
